record_key,openalex_id,doi,title,publication_year,cited_by_count,journal,authors,abstract_text,concepts,n_pattern_groups,n_high_specificity_groups,has_high_specificity,hit_groups,supporting_queries,precision_gate_pass,recency_score,citation_score,deep_relevance_score
https://doi.org/10.1111/plb.12455,https://openalex.org/W2308307017,https://doi.org/10.1111/plb.12455,Salt effects on functional traits in model and in economically important <i>Lotus</i> species,2016,15,Plant Biology,Patricia Alejandra Uchiya; Francisco J. Escaray; David Bilenca; Fernando L. Pieckenstain; Oscar A. Ruíz; Ana Bernardina Menéndez,"A common stress on plants is NaCl-derived soil salinity. Genus Lotus comprises model and economically important species, which have been studied regarding physiological responses to salinity. Leaf area ratio (LAR), root length ratio (RLR) and their components, specific leaf area (SLA) and leaf mass fraction (LMF) and specific root length (SRL) and root mass fraction (RMF) might be affected by high soil salinity. We characterised L. tenuis, L. corniculatus, L. filicaulis, L. creticus, L. burtii and L. japonicus grown under different salt concentrations (0, 50, 100 and 150 mm NaCl) on the basis of SLA, LMF, SRL and RMF using PCA. We also assessed effects of different salt concentrations on LAR and RLR in each species, and explored whether changes in these traits provide fitness benefit. Salinity (150 mm NaCl) increased LAR in L. burtii and L. corniculatus, but not in the remaining species. The highest salt concentration caused a decrease of RLR in L. japonicus Gifu, but not in the remaining species. Changes in LAR and RLR would not be adaptive, according to adaptiveness analysis, with the exception of SLA changes in L. corniculatus. PCA revealed that under favourable conditions plants optimise surfaces for light and nutrient acquisition (SLA and SRL), whereas at higher salt concentrations they favour carbon allocation to leaves and roots (LMF and RMF) in detriment to their surfaces. PCA also showed that L. creticus subjected to saline treatment was distinguished from the remaining Lotus species. We suggest that augmented carbon partitioning to leaves and roots could constitute a salt-alleviating mechanism through toxic ion dilution.",Lotus corniculatus; Biology; Salinity; Lotus; Botany; Soil salinity; Specific leaf area; Salt (chemistry); Horticulture; Ecology,1,1,TRUE,leaf_mass_area,Q04,FALSE,26,2.772588722239781,6.552588722239781
https://doi.org/10.1093/plankt/fbs075,https://openalex.org/W2138328522,https://doi.org/10.1093/plankt/fbs075,How fast can plankton feed? Maximum ingestion rate scales with digestive surface area,2012,17,Journal of Plankton Research,Kai Wirtz,"Allometric scaling rules have been classically used in plankton ecology to describe how the maximum ingestion rate (I max ) under steady-state conditions changes with the body size of the consumer. Empirical and theoretical concerns, however, motivate a more accurate and mechanistic description of size -ingestion relations. Here, I propose to relate I max to the digestive surface area, which expresses the capacity in preprocessing and digesting food items. This surface area depends on both the body size and the optimal prey size of the consumer. The allometry in I max , hence, includes a second major variable which describes different feeding modes within a consumer size class. Species with a small optimal-prey-to-predator-size ratio and, thus, a small ""internal"" surface-to-volume ratio, as is typical for filter feeders, have large intra-body transport lengths and lower I max than raptorial-feeding species of the same body size. Digestive surface scaling tries to mechanistically accommodate feeding ecology, physiology and geometry. It does not explicitly resolve further possible factors affecting maximal ingestion such as nutritional quality. Still, digestive surface scaling explains the variability in published data compilations better than classical approaches when applied to the entire plankton size range. This is corroborated in further applications where the theory precisely fits anomalously steep scaling relations reported for heterotrophic nanoflagellates, ctenophores and a scyphomedusa. By introducing feeding mode and related morphological diversity into the size-dependency in ingestion rates, digestive surface scaling can be expected to improve the accuracy of size-based plankton models.",Allometry; Plankton; Scaling; Biology; Ingestion; Ecology; Predation; Zooplankton; Trophic level; Biological system,1,1,TRUE,general_allometry,Q08,FALSE,22,2.8903717578961645,6.550371757896165
https://doi.org/10.3389/fpls.2020.00400,https://openalex.org/W3015914234,https://doi.org/10.3389/fpls.2020.00400,"Plant Origin, but Not Phylogeny, Drive Species Ecophysiological Response to Projected Climate",2020,13,Frontiers in Plant Science,Zuzana Münzbergová; Veronika Kosová; Renáta Schnablová; Maan Bahadur Rokaya; H. Synková; D. Haisel; N. Wilhelmová; Tomáš Dostálek,"Knowledge of the relationship between environmental conditions and species traits is an important prerequisite for understanding determinants of community composition and predicting species response to novel climatic conditions. Despite increasing number of studies on this topic, our knowledge on importance of genetic differentiation, plasticity and their interactions along larger sets of species is still limited especially for traits related to plant ecophysiology. We studied variation in traits related to growth, leaf chemistry, contents of photosynthetic pigments and activity of antioxidative enzymes, stomata morphology and photosynthetic activity across eight <i>Impatiens</i> species growing along altitudinal gradients in Himalayas cultivated in three different temperature regimes and explored effects of among species phylogenetic relationships on the results. Original and target climatic conditions determine trait values in our system. The traits are either highly plastic (e.g., APX, CAT, plant size, neoxanthin, β-carotene, chlorophyll <i>a/b</i>, DEPSC) or are highly differentiated among populations (stomata density, lutein production). Many traits show strong among population differentiation in degree of plasticity and direction in response to environmental changes. Most traits indicate that the species will profit from the expected warming. This suggests that different processes determine the values of the different traits and separating the importance of genetic differentiation and plasticity is crucial for our ability to predict species response to future climate changes. The results also indicate that evolution of the traits is not phylogenetically constrained but including phylogenetic information into the analysis may improve our understanding of the trait-environment relationships as was apparent from the analysis of SLA.",Biology; Phenotypic plasticity; Trait; Ecology; Phylogenetic tree; Genetic architecture; Specific leaf area; Photosynthesis; Botany; Quantitative trait locus,1,1,TRUE,leaf_mass_area,Q10,FALSE,30,2.6390573296152584,6.539057329615258
https://doi.org/10.1007/s12237-025-01487-3,https://openalex.org/W4406820987,https://doi.org/10.1007/s12237-025-01487-3,Variation in Mangrove Geometric Traits Among Genera and Climate Zones,2025,11,Estuaries and Coasts,Alice J. Twomey; Catherine E. Lovelock,"Abstract Coastal engineering models frequently represent vegetation as rigid cylinders to simulate the geometry of mangrove trees, including their roots, trunks, and canopies. However, mangrove geometry varies widely across different species, ages, geographic locations, and environmental conditions. Despite numerous studies on mangrove morphology, comprehensive data describing these geometric variations for accurate coastal protection models remain scarce. These geometric variations, particularly in root structures, play a crucial role in influencing functions such as flow modifications, sediment deposition, surface elevation changes, and wave reduction. Acknowledging the ecological complexities often neglected in engineering models, our meta-analysis examines the differences in mangrove geometry among genera and climatic zones. We systematically reviewed the literature to compile published values of mangrove geometry, detailing the height, diameter, and densities of roots, trunks, and canopies for 28 mangrove genera across four climatic regions (tropical, subtropical, semi-arid, and temperate). Our findings offer a valuable resource for coastal protection modellers aiming to improve the precision and reliability of mangrove-based defence models. Additionally, the dataset reveals gaps and biases in data collection for certain genera in specific climatic regions, suggesting areas for future research to address these deficiencies.",Mangrove; Variation (astronomy); Geography; Ecology; Physical geography; Environmental science; Biology; Physics; Astrophysics,1,1,TRUE,height_diameter,Q09,FALSE,35,2.4849066497880004,6.534906649788001
https://doi.org/10.1007/s10709-022-00158-6,https://openalex.org/W4285993101,https://doi.org/10.1007/s10709-022-00158-6,Solving the grand challenge of phenotypic integration: allometry across scales,2022,12,Genetica,François Vasseur; Adrianus J. Westgeest; Denis Vile; Cyrille Violle,"Phenotypic integration is a concept related to the cascade of trait relationships from the lowest organizational levels, i.e. genes, to the highest, i.e. whole-organism traits. However, the cause-and-effect linkages between traits are notoriously difficult to determine. In particular, we still lack a mathematical framework to model the relationships involved in the integration of phenotypic traits. Here, we argue that allometric models developed in ecology offer testable mathematical equations of trait relationships across scales. We first show that allometric relationships are pervasive in biology at different organizational scales and in different taxa. We then present mechanistic models that explain the origin of allometric relationships. In addition, we emphasized that recent studies showed that natural variation does exist for allometric parameters, suggesting a role for genetic variability, selection and evolution. Consequently, we advocate that it is time to examine the genetic determinism of allometries, as well as to question in more detail the role of genome size in subsequent scaling relationships. More broadly, a possible-but so far neglected-solution to understand phenotypic integration is to examine allometric relationships at different organizational levels (cell, tissue, organ, organism) and in contrasted species.",Allometry; Biology; Evolutionary biology; Phenotype; Human genetics; Ecology; Genetics; Gene,1,1,TRUE,general_allometry,Q08,FALSE,32,2.5649493574615367,6.524949357461537
https://doi.org/10.1111/apv.12327,https://openalex.org/W4212906182,https://doi.org/10.1111/apv.12327,Diverse values of surplus for a community economy of fish(eries),2022,12,Asia Pacific Viewpoint,Emma L. Sharp; Ingrid Petersen; Georgia McLellan; Alana Cavadino; Nick Lewis,"This paper develops a diverse economies account of fish ‘waste’ that revalues it as ‘surplus’. We examine ‘ Kai Ika ’, a community marine conservation experiment in Tāmaki Makaurau (Auckland), Aotearoa New Zealand. Kai Ika rescues fish heads, frames and offal that were previously ‘going to waste’ and redistributes them to fish eaters who would otherwise struggle to access these foods. It involves fishers and community sector and Indigenous actors in an initiative that converts would‐be waste into surplus. We examine the case as a diverse economic project that nourishes humans, enhances respect for fish as living beings, and potentially conserves marine resources in the face of global‐to‐local fisheries depletion. The research is based on community‐gathered fish parts collection data, and virtual and email interview data. We analyse this data to produce an account of diverse ‘object values’ and fish‐related surpluses that derive from surplus labour and other socio‐cultural and environmental surplus. We argue that reframing fish economies in this way encourages new and diverse economic subjectivities and a more connected, relational and cooperative community economy of fish.",Aotearoa; Cognitive reframing; Fish <Actinopterygii>; Surplus value; Indigenous; Economic surplus; Fishery; Sociology; Economics; Economy,1,0,FALSE,empirical_signal,Q08,FALSE,32,2.5649493574615367,6.524949357461537
https://doi.org/10.3390/life12121970,https://openalex.org/W4309935855,https://doi.org/10.3390/life12121970,Differences in Phenotypic Plasticity between Invasive and Native Plants Responding to Three Environmental Factors,2022,12,Life,Luna Zhang; Anqun Chen; Yanjiao Li; Duohui Li; Shiping Cheng; Liping Cheng; Yinzhan Liu,"The phenotypic plasticity hypothesis suggests that exotic plants may have greater phenotypic plasticity than native plants. However, whether phenotypic changes vary according to different environmental factors has not been well studied. We conducted a multi-species greenhouse experiment to study the responses of six different phenotypic traits, namely height, leaf number, specific leaf area, total biomass, root mass fraction, and leaf mass fraction, of native and invasive species to nutrients, water, and light. Each treatment was divided into two levels: high and low. In the nutrient addition experiment, only the leaf mass fraction and root mass fraction of the plants supported the phenotypic plasticity hypothesis. Then, none of the six traits supported the phenotypic plasticity hypothesis in the water or light treatment experiments. The results show that, for different environmental factors and phenotypes, the phenotypic plasticity hypothesis of plant invasion is inconsistent. When using the phenotypic plasticity hypothesis to explain plant invasion, variations in environmental factors and phenotypes should be considered.",Phenotypic plasticity; Biology; Phenotype; Plasticity; Phenotypic trait; Nutrient; Biomass (ecology); Ecology; Genetics; Gene,1,0,FALSE,empirical_signal,Q10,FALSE,32,2.5649493574615367,6.524949357461537
https://doi.org/10.1186/s40529-017-0199-1,https://openalex.org/W2768023779,https://doi.org/10.1186/s40529-017-0199-1,Aboveground biomass estimation at different scales for subtropical forests in China,2017,14,Botanical studies,Shunlei Peng; Nianpeng He; Guirui Yu; Qiufeng Wang,"The dummy variable allometric models have better performances to estimate aboveground biomass for six subtropical forests in China, which provided an effective approach to improve the compatibility of forest biomass estimations from different scales. New allometric models with wood density substantially improved accuracies of aboveground biomass estimation for subtropical forests at regional scale.",Ecoregion; Allometry; Subtropics; Biomass (ecology); Scale (ratio); Tree allometry; Environmental science; Tropical and subtropical moist broadleaf forests; Ecology; Biology,1,1,TRUE,general_allometry,Q09,FALSE,27,2.70805020110221,6.51805020110221
https://doi.org/10.1071/fp19041,https://openalex.org/W2975772259,https://doi.org/10.1071/fp19041,Inferring vascular architecture of the wheat spikelet based on resource allocation in the branched headt (bht-A1) near isogenic lines,2019,13,Functional Plant Biology,Gizaw M. Wolde; Thorsten Schnurbusch,"Substantial genetic and physiological efforts were made to understand the causal factors of floral abortion and grain filling problem in wheat. However, the vascular architecture during wheat spikelet development is surprisingly under-researched. We used the branched headt near-isogenic lines, FL-bht-A1-NILs, to visualise the dynamics of spikelet fertility and dry matter accumulation in spikelets sharing the same rachis node (henceforth Primary Spikelet, PSt, and Secondary Spikelet, SSt). The experiment was conducted after grouping FL-bht-A1-NILs into two groups, where tillers were consistently removed from one group. Our results show differential spikelet fertility and dry matter accumulation between the PSt and SSt, but also showed a concomitant improvement after de-tillering. This suggests a tight regulation of assimilate supply and dry matter accumulation in wheat spikelets. Since PSt and SSt share the same rachis node, the main vascular bundle in the rachis/rachilla is expected to bifurcate to connect each spikelet/floret to the vascular system. We postulate that the vascular structure in the wheat spikelet might even follow Murray's law, where the wide conduits assigned at the base of the spikelet feed the narrower conduits of the distal florets. We discuss our results based on the two modalities of the vascular network systems in plants.",Vascular bundle; Biology; Dry matter; Botany; Agronomy,1,0,FALSE,empirical_signal,Q04,FALSE,29,2.6390573296152584,6.509057329615258
https://doi.org/10.3390/rs16020399,https://openalex.org/W4391024312,https://doi.org/10.3390/rs16020399,Individual Tree-Scale Aboveground Biomass Estimation of Woody Vegetation in a Semi-Arid Savanna Using 3D Data,2024,11,Remote Sensing,Tasiyiwa Priscilla Muumbe; Jenia Singh; Jussi Baade; Pasi Raumonen; Corli Coetsee; Christian Thau; Christiane Schmullius,"Allometric equations are the most common way of assessing Aboveground biomass (AGB) but few exist for savanna ecosystems. The need for the accurate estimation of AGB has triggered an increase in the amount of research towards the 3D quantification of tree architecture through Terrestrial Laser Scanning (TLS). Quantitative Structure Models (QSMs) of trees have been described as the most accurate way. However, the accuracy of using QSMs has yet to be established for the savanna. We implemented a non-destructive method based on TLS and QSMs. Leaf-off multi scan TLS point clouds were acquired in 2015 in Kruger National Park, South Africa using a Riegl VZ1000. The 3D data covered 80.8 ha with an average point density of 315.3 points/m2. Individual tree segmentation was applied using the comparative shortest-path algorithm, resulting in 1000 trees. As 31 trees failed to be reconstructed, we reconstructed optimized QSMs for 969 trees and the computed tree volume was converted to AGB using a wood density of 0.9. The TLS-derived AGB was compared with AGB from three allometric equations. The best modelling results had an RMSE of 348.75 kg (mean = 416.4 kg) and a Concordance Correlation Coefficient (CCC) of 0.91. Optimized QSMs and model repetition gave robust estimates as given by the low coefficient of variation (CoV = 19.9% to 27.5%). The limitations of allometric equations can be addressed by the application of QSMs on high-density TLS data. Our study shows that the AGB of savanna vegetation can be modelled using QSMs and TLS point clouds. The results of this study are key in understanding savanna ecology, given its complex and dynamic nature.",Tree allometry; Allometry; Biomass (ecology); Tree (set theory); Vegetation (pathology); Environmental science; Concordance correlation coefficient; Arid; Mathematics; Physical geography,1,1,TRUE,general_allometry,Q09,FALSE,34,2.4849066497880004,6.5049066497879995
https://doi.org/10.3390/plants10102155,https://openalex.org/W3206684074,https://doi.org/10.3390/plants10102155,"Woody and Foliage Biomass, Foliage Traits and Growth Efficiency in Young Trees of Four Broadleaved Tree Species in a Temperate Forest",2021,12,Plants,Bohdan Konôpka; Jozef Pajtík; Vladimír Šebeň; Peter Surový; Katarína Merganičová,"The main goal of this study is to analyse and interpret interspecific differences in foliage biomass/area and woody parts biomass as well as the ratio between quantities of foliage and woody components (i.e., branches, stem and roots). The study was principally aimed at determining basic biomass allocation patterns and growth efficiency (GE) of four broadleaved species, specifically common aspen (<i>Populus tremula</i> L.), European hornbeam (<i>Carpinus betulus</i> L.), silver birch (<i>Betula pendula</i> Roth.) and sycamore (<i>Acer pseudoplatanus</i> L.) in young growth stages. We performed whole-tree sampling at 32 sites located in central and northern parts of Slovakia. We sampled over 700 trees and nearly 4900 leaves to quantify biomass of woody parts and foliage traits at leaf and tree levels. Moreover, we estimated specific leaf area in three parts of the crown, i.e., the upper, middle and lower thirds. We found that hornbeam had the largest foliage biomass and the lowest foliage area of all investigated species, while its biomass of woody parts did not differ from aspen and sycamore. Birch had the lowest biomass of woody parts, although its foliage properties were similar to those of aspen. Intraspecific differences of foliage were related to tree size and to leaf position along the vertical crown profile. Growth efficiency (GE), expressed as woody biomass production per foliage area unit, was evidently larger in hornbeam than in the other three broadleaves. We suggest that future GE modelling should utilize real values of stem diameter increment measured in a current year, bio-sociological position of trees and competition indicators as inputs. Such an approach would elucidate the role of stand structure and tree species mixture for ecological and production properties of forest stands.",Carpinus betulus; Hornbeam; Crown (dentistry); Biomass (ecology); Acer pseudoplatanus; Woody plant; Betula pendula; Biology; Botany; Interspecific competition,1,1,TRUE,dbh_biomass,Q07; Q09,FALSE,31,2.5649493574615367,6.494949357461536
https://doi.org/10.5194/isprs-archives-xli-b3-411-2016,https://openalex.org/W2417416191,https://doi.org/10.5194/isprs-archives-xli-b3-411-2016,FAST AND ROBUST STEM RECONSTRUCTION IN COMPLEX ENVIRONMENTS USING TERRESTRIAL LASER SCANNING,2016,14,"The international archives of the photogrammetry, remote sensing and spatial information sciences/International archives of the photogrammetry, remote sensing and spatial information sciences",D. Wang; Markus Hollaus; Eetu Puttonen; Norbert Pfeifer,"Abstract. Terrestrial Laser Scanning (TLS) is an effective tool in forest research and management. However, accurate estimation of tree parameters still remains challenging in complex forests. In this paper, we present a novel algorithm for stem modeling in complex environments. This method does not require accurate delineation of stem points from the original point cloud. The stem reconstruction features a self-adaptive cylinder growing scheme. This algorithm is tested for a landslide region in the federal state of Vorarlberg, Austria. The algorithm results are compared with field reference data, which show that our algorithm is able to accurately retrieve the diameter at breast height (DBH) with a root mean square error (RMSE) of ~1.9 cm. This algorithm is further facilitated by applying an advanced sampling technique. Different sampling rates are applied and tested. It is found that a sampling rate of 7.5% is already able to retain the stem fitting quality and simultaneously reduce the computation time significantly by ~88%.",Point cloud; Mean squared error; Sampling (signal processing); Computer science; Tree (set theory); Algorithm; Laser scanning; Adaptive sampling; Computation; Residual,1,1,TRUE,height_diameter,Q07,FALSE,26,2.70805020110221,6.48805020110221
https://doi.org/10.5558/tfc84037-1,https://openalex.org/W2073347711,https://doi.org/10.5558/tfc84037-1,"Effects of timing of glyphosate application on jack pine, black spruce, and white spruce plantations in northern Manitoba",2008,18,The Forestry Chronicle,Songling Fu; Han Y. H. Chen; Frederick W. Bell; Mahadev Sharma; Jeff R Delaney; Glenn W. Peterson,"Deferring conifer release treatments is sometimes necessary, but its effects on crop tree performance are not well understood. We investigated the effects of deferring glyphosate applications on jack pine (Pinus banksiana Lamb.), black spruce (Picea mariana [Mill.] BSP), and white spruce (Picea glauca [Moench.] Voss.) plantations established on a dry site with moderate competition and a moist site with heavier competition in The Pas, northern Manitoba. At each site, experimental treatments included no herbicide and one glyphosate (formulated as Vision ® ) at 1.42 kg acid equivalent glyphosate ha -1 application between one and five years after planting with three replications. Survival, root collar diameter, and height of the three conifers were repeatedly measured for ten consecutive years following planting. Survival of the three conifers was not affected by glyphosate application. For all the three species, root collar diameter and stand volume of crop trees increased significantly in glyphosate-treated plots, compared to control plots. Varying the timing of glyphosate application between year 1 and 5 resulted in a similar conifer dimensions. Glyphosate application significantly improved height growth of black spruce and marginally white spruce, but not jack pine. On these sites, glyphosate reduced the cover of woody species, but grass, forbs and shrubs rapidly captured the newly available growing space. A two variable regression analysis revealed that grass cover negatively affected stand volume of all three conifer species. Cover of tall shrub, forbs, and interaction of cover and height of tall shrubs were the next most important variables to explain jack pine, black spruce, and white spruce volume growth, respectively. Key words: vegetation management, forest herbicides, survival, growth, stand volume, long-term repeated measurements",Black spruce; Glyphosate; Sowing; Jack pine; Forb; Biology; Woody plant; Taiga; Agronomy; Shrub,1,1,TRUE,height_diameter,Q09,FALSE,18,2.9444389791664403,6.48443897916644
https://doi.org/10.1186/s12898-018-0197-5,https://openalex.org/W2895422865,https://doi.org/10.1186/s12898-018-0197-5,Fagus sylvatica seedlings show provenance differentiation rather than adaptation to soil in a transplant experiment,2018,13,BMC Ecology,Rubén D. Manzanedo; F. Schanz; Markus Fischer; Eric Allan,"Our findings suggest that soil communities play a role in affecting early performance of temperate trees, although this role may be smaller than that of seed origin. Also, other effects, such as the positive response to generalists or negative interactions with soil biota may be as important as the highly specialized mycorrhizal associations.",Fagus sylvatica; Abiotic component; Biology; Local adaptation; Soil biology; Soil water; Mycorrhiza; Ecology; Biomass partitioning; Biotic component,1,0,FALSE,empirical_signal,Q04,FALSE,28,2.6390573296152584,6.479057329615259
https://doi.org/10.1093/aob/mcl003,https://openalex.org/W2101054087,https://doi.org/10.1093/aob/mcl003,Responses of Crown Development to Canopy Openings by Saplings of Eight Tropical Submontane Forest Tree Species in Indonesia: A Comparison with Cool-temperate Trees,2006,19,Annals of Botany,Koichi Takahashi; Agus Rustandi,"This study concluded that interspecific variation in the responses of crown development to canopy openings in regard to increasing height related to the species' branching structure, and that different life-forms, such as evergreen and deciduous trees, had different crown allometry and plasticity.",Biology; Crown (dentistry); Canopy; Tree canopy; Temperate climate; Tropical forest; Botany; Temperate forest; Tree (set theory); Agroforestry,1,1,TRUE,general_allometry,Q07; Q09,FALSE,16,2.995732273553991,6.475732273553991
https://doi.org/10.1016/j.scitotenv.2023.164122,https://openalex.org/W4376629872,https://doi.org/10.1016/j.scitotenv.2023.164122,Latitudinal variation in the functional response of Quercus suber seedlings to extreme drought,2023,11,The Science of The Total Environment,Lourdes Morillas; María José Leiva; Ignacio Manuel Pérez-Ramos; Jesús Cambrollé; Luis Matías,"Many plant species are being threatened by increasingly drought conditions due to current climate change at planetary scale. This global trend is leading to the scientific community to investigate the potential role of local adaptations through intraspecific differences in functional traits that may boost conservation strategies by modulating the plant responses to reduced water availability. We assessed under controlled conditions the effect of four different drought intensities on the survival time and morphological traits of Quercus suber seedlings collected from nine populations covering the complete latitudinal distribution of the species. Functional morphological traits related to biomass allocation and leaf and root display were analyzed. We then related these traits with the survival time after a terminal desiccation, used as a drought-resistance proxy and expressed as survival time without watering. Abundant watering availability allowed seedlings to survive for a longer period compared to drier conditions. Further, all morphological traits differed across watering levels, showing a very plastic response. Acorns from southern latitudes produced very large seedlings compared to those gathered from northern latitudes. However, the larger biomass implied higher evaporative water loss, inducing lower survival of southern populations under extreme drought conditions. We further found a clear trend toward maximizing those traits related with belowground growth (i.e., root surface area, root average diameter and root volume) in southern populations aimed to increase water uptake, overcoming the most limiting factor for plant growth in that area. Our results support that increased root development allow cork oak to maintain its functioning after being subjected to damage caused by reduced water availability, whereas high aerial biomass allocation is a handicap for survival under drought stress conditions. This study identifies drought-resistant populations and morphological traits related to drought resistance, which can be applied to improve restoration actions under a warmer climate.",Quercus suber; Biology; Desiccation; Agronomy; Biomass (ecology); Specific leaf area; Drought tolerance; Water-use efficiency; Threatened species; Botany,1,1,TRUE,dbh_biomass,Q04,FALSE,33,2.4849066497880004,6.474906649788
https://doi.org/10.1111/nph.19417,https://openalex.org/W4389685119,https://doi.org/10.1111/nph.19417,Shifts in internal stem damage along a tropical precipitation gradient and implications for forest biomass estimation,2023,11,New Phytologist,Habacuc Flores‐Moreno; Abbey R. Yatsko; Alexander W. Cheesman; Steven Allison; Lucas A. Cernusak; Rose Cheney; Rebecca Clement; Wendy E. Cooper,"Woody biomass is a large carbon store in terrestrial ecosystems. In calculating biomass, tree stems are assumed to be solid structures. However, decomposer agents such as microbes and insects target stem heartwood, causing internal wood decay which is poorly quantified. We investigated internal stem damage across five sites in tropical Australia along a precipitation gradient. We estimated the amount of internal aboveground biomass damaged in living trees and measured four potential stem damage predictors: wood density, stem diameter, annual precipitation, and termite pressure (measured as termite damage in downed deadwood). Stem damage increased with increasing diameter, wood density, and termite pressure and decreased with increasing precipitation. High wood density stems sustained less damage in wet sites and more damage in dry sites, likely a result of shifting decomposer communities and their differing responses to changes in tree species and wood traits across sites. Incorporating stem damage reduced aboveground biomass estimates by > 30% in Australian savannas, compared to only 3% in rainforests. Accurate estimates of carbon storage across woody plant communities are critical for understanding the global carbon budget. Future biomass estimates should consider stem damage in concert with the effects of changes in decomposer communities and abiotic conditions.",Decomposer; Biomass (ecology); Ecosystem; Abiotic component; Environmental science; Precipitation; Rainforest; Ecology; Biology; Meteorology,1,1,TRUE,dbh_biomass,Q02,FALSE,33,2.4849066497880004,6.474906649788
https://doi.org/10.5194/bg-20-3651-2023,https://openalex.org/W4386724836,https://doi.org/10.5194/bg-20-3651-2023,Canopy gaps and associated losses of biomass – combining UAV imagery and field data in a central Amazon forest,2023,11,Biogeosciences,Adriana Simonetti; Raquel Fernandes Araujo; Carlos Henrique Souza Celes; Flávia Ranara da Silva e Silva; Joaquim dos Santos; Níro Higuchi; Susan Trumbore; Daniel Magnabosco Marra,"Abstract. Understanding mechanisms of tree mortality and the dynamics of associated canopy gaps is relevant for robust estimates of carbon balance in forests. We combined monthly RGB images acquired from an unoccupied aerial vehicle with field surveys to identify gaps in an 18 ha plot installed in an old-growth central Amazon forest. We measured the size and shape of gaps and analyzed their temporal variation and correlation with rainfall over a period of 28 months. We further described associated modes of tree mortality (i.e., snapping, uprooting and standing dead) and branch fall and quantified associated losses of biomass. In total, we detected 32 gaps either in the images or field ranging in area from 9 to 835 m2. Relatively small gaps (&lt; 39 m2) opened by branch fall were the most frequent (11 gaps). Out of 18 gaps for which both field and image data were available, three could not be detected remotely. Gaps observed in the field but not captured on the imagery were relatively small and mainly formed by the fall of branches from live and standing dead trees. Our data show that ∼ 17 % of the tree-mortality and branch-fall events only affected the lower canopy and the understory of the forest and are likely neglected by top-of-the-canopy assessments. Regardless of the detection method, the size distribution was best described by a lognormal function for gaps starting from the smallest detected size (9 and 10 m2 for field and imagery data, respectively), and the Weibull and Power functions for gaps larger than 25 m2. Properly assessing associated confidence intervals requires larger sample sizes. Repeated field measurements reveal that gap area does not differ significantly among modes of tree mortality or branch fall in central Amazon forests, with the last contributing the least to biomass loss. Predicting mechanisms of gap formation based on associated area and biomass loss remains challenging, which highlights the need for larger datasets. The rate of gap area formation was positively correlated with the frequency of extreme rainfall events, which may be related to a higher frequency of storms propagating extreme rain and wind gusts. While remote sensing has proven to be an accurate and precise method for mapping gaps compared to field data (i.e., ground truth), it is important to note that our sample size was relatively small. Therefore, the extrapolation of these results beyond our study region and landscape shall be made cautiously. Apart from improving landscape assessments of carbon balance, regional information on gap dynamics and associated mechanisms of formation are fundamental to address forest responses to altered disturbance regimes resulting from climate change.",Canopy; Understory; Amazon rainforest; Forest dynamics; Environmental science; Tree canopy; Weibull distribution; Biomass (ecology); Log-normal distribution; Physical geography,1,0,FALSE,empirical_signal,Q02,FALSE,33,2.4849066497880004,6.474906649788
https://doi.org/10.2307/2444402,https://openalex.org/W4235485335,https://doi.org/10.2307/2444402,Competition Prolongs Expression of Maternal Effects in Seedlings of Erigeron annuus (Asteraceae),1989,31,American Journal of Botany,Donald A. Stratton,"The timing of expression of environmental maternal effects on seedling growth was investigated in greenhouse-grown populations of Erigeron annuus (Asteraceae). Maternal differences were generated in genetically identical lines grown under high and low nutrient conditions. There were significant differences among maternal families within genotypes for seed size, cotyledon size, number of leaves, and rosette diameter. When seedlings were grown individually, effects of the maternal fertilizer treatment on leaf number and rosette diameter were present early but could not be detected after eight weeks. When seedlings from HIGH and LOW lines were grown in competition, the maternal effects and the relative size advantage of seedlings from HIGH parents increased throughout the experiment. Most of the variation among nutrient treatments for seedling size characters could be explained by variation in initial seed size. In the competition experiment, the increasing magnitude of maternal environmental differences over time masked genetic variation for seedling characters; without competition, the relative contribution of genetic variation increased through time. Under competitive conditions that generate persistent maternal effects on fitness, maternal environmental effects may retard natural selection.",Biology; Asteraceae; Competition (biology); Botany; Germination; Ecology,1,0,FALSE,empirical_signal,Q07,FALSE,0,3.4657359027997265,6.465735902799727
